,Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,City,State,Country,Postal Code,Market,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Shipping Cost,Order Priority,Year,Month_Year,Discount_percentage,Selling Price Per Unit,Cost Price Per Unit
25730,40085,CA-2014-126914,2014-06-16,2014-06-20,Standard Class,JE-15715,Joe Elijah,Consumer,Monroe,North Carolina,United States,28110.0,US,South,FUR-CH-10000847,Furniture,Chairs,Global Executive Mid-Back Manager's Chair,698.352,3,0.2,52.3764,45.79,Medium,2014,2014-06,20.0,232.784,215.3252
25739,39993,CA-2014-119284,2014-06-16,2014-06-21,Standard Class,TS-21205,Thomas Seio,Corporate,Nashville,Tennessee,United States,37211.0,US,South,TEC-PH-10001051,Technology,Phones,HTC One,239.976,3,0.2,26.9973,11.73,Medium,2014,2014-06,20.0,79.992,70.9929
25750,39995,CA-2014-119284,2014-06-16,2014-06-21,Standard Class,TS-21205,Thomas Seio,Corporate,Nashville,Tennessee,United States,37211.0,US,South,FUR-TA-10004152,Furniture,Tables,"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",120.96,2,0.4,-28.224,7.38,Medium,2014,2014-06,40.0,60.48,74.592
25751,36773,CA-2014-169691,2014-06-16,2014-06-19,First Class,Dp-13240,Dean percer,Home Office,Maple Grove,Minnesota,United States,55369.0,US,Central,OFF-ST-10001291,Office Supplies,Storage,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",84.55,5,0.0,22.8285,7.22,Medium,2014,2014-06,0.0,16.91,12.3443
25752,39999,CA-2014-119284,2014-06-16,2014-06-21,Standard Class,TS-21205,Thomas Seio,Corporate,Nashville,Tennessee,United States,37211.0,US,South,OFF-PA-10000312,Office Supplies,Paper,Xerox 1955,91.36,5,0.2,29.692,6.9,Medium,2014,2014-06,20.0,18.272,12.3336
25754,31642,CA-2014-169901,2014-06-16,2014-06-20,Standard Class,CC-12550,Clay Cheatham,Consumer,San Francisco,California,United States,94122.0,US,West,TEC-PH-10002293,Technology,Phones,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,47.976,3,0.2,4.7976,6.65,High,2014,2014-06,20.0,15.991999999999999,14.3928
25755,39998,CA-2014-119284,2014-06-16,2014-06-21,Standard Class,TS-21205,Thomas Seio,Corporate,Nashville,Tennessee,United States,37211.0,US,South,OFF-ST-10001490,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",142.776,1,0.2,17.847,6.39,Medium,2014,2014-06,20.0,142.776,124.929
25756,36772,CA-2014-169691,2014-06-16,2014-06-19,First Class,Dp-13240,Dean percer,Home Office,Maple Grove,Minnesota,United States,55369.0,US,Central,OFF-LA-10002312,Office Supplies,Labels,Avery 490,44.4,3,0.0,22.2,6.35,Medium,2014,2014-06,0.0,14.799999999999999,7.3999999999999995
25761,38386,CA-2014-118864,2014-06-16,2014-06-20,Second Class,KH-16690,Kristen Hastings,Corporate,Los Angeles,California,United States,90032.0,US,West,TEC-PH-10001809,Technology,Phones,Panasonic KX T7736-B Digital phone,119.96,1,0.2,7.4975,5.31,Medium,2014,2014-06,20.0,119.96,112.46249999999999
25762,40086,CA-2014-126914,2014-06-16,2014-06-20,Standard Class,JE-15715,Joe Elijah,Consumer,Monroe,North Carolina,United States,28110.0,US,South,FUR-BO-10000468,Furniture,Bookcases,O'Sullivan 2-Shelf Heavy-Duty Bookcases,77.728,2,0.2,-3.8864,5.22,Medium,2014,2014-06,20.0,38.864,40.807199999999995
25763,39997,CA-2014-119284,2014-06-16,2014-06-21,Standard Class,TS-21205,Thomas Seio,Corporate,Nashville,Tennessee,United States,37211.0,US,South,OFF-AP-10004249,Office Supplies,Appliances,Staples,76.608,8,0.2,6.7032,5.05,Medium,2014,2014-06,20.0,9.576,8.738100000000001
25771,36774,CA-2014-169691,2014-06-16,2014-06-19,First Class,Dp-13240,Dean percer,Home Office,Maple Grove,Minnesota,United States,55369.0,US,Central,OFF-PA-10003022,Office Supplies,Paper,Xerox 1992,17.94,3,0.0,8.7906,2.96,Medium,2014,2014-06,0.0,5.98,3.0498000000000007
25772,39994,CA-2014-119284,2014-06-16,2014-06-21,Standard Class,TS-21205,Thomas Seio,Corporate,Nashville,Tennessee,United States,37211.0,US,South,FUR-FU-10004351,Furniture,Furnishings,Staples,31.168,4,0.2,9.3504,2.86,Medium,2014,2014-06,20.0,7.792,5.4544
25777,31969,CA-2014-111178,2014-06-16,2014-06-23,Standard Class,TD-20995,Tamara Dahlen,Consumer,Quincy,Illinois,United States,62301.0,US,Central,OFF-AR-10001954,Office Supplies,Art,Newell 331,19.56,5,0.2,1.7115,1.15,Low,2014,2014-06,20.0,3.912,3.5696999999999997
25785,34169,CA-2014-135167,2014-06-16,2014-06-21,Standard Class,SC-20800,Stuart Calhoun,Consumer,Los Angeles,California,United States,90036.0,US,West,OFF-AR-10002399,Office Supplies,Art,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",4.26,1,0.0,1.7466,0.29,Medium,2014,2014-06,0.0,4.26,2.5134
25799,33836,CA-2012-113404,2012-07-16,2012-07-16,Same Day,EM-13810,Eleni McCrary,Corporate,San Francisco,California,United States,94122.0,US,West,FUR-CH-10003312,Furniture,Chairs,Hon 2090 Pillow Soft Series Mid Back Swivel/Tilt Chairs,1348.704,6,0.2,-219.1644,415.69,Critical,2012,2012-07,20.0,224.784,261.3114
25800,35345,US-2012-166520,2012-07-16,2012-07-19,First Class,KE-16420,Katrina Edelman,Corporate,New York City,New York,United States,10035.0,US,East,TEC-AC-10001990,Technology,Accessories,Kensington Orbit Wireless Mobile Trackball for PC and Mac,599.9,10,0.0,191.968,141.04,Medium,2012,2012-07,0.0,59.989999999999995,40.7932
25801,33837,CA-2012-113404,2012-07-16,2012-07-16,Same Day,EM-13810,Eleni McCrary,Corporate,San Francisco,California,United States,94122.0,US,West,FUR-CH-10004086,Furniture,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,700.152,3,0.2,78.7671,134.37,Critical,2012,2012-07,20.0,233.38400000000001,207.1283
25808,35896,CA-2012-146948,2012-07-16,2012-07-20,Standard Class,MG-17890,Michael Granlund,Home Office,Baltimore,Maryland,United States,21215.0,US,East,FUR-CH-10004853,Furniture,Chairs,"Global Manager's Adjustable Task Chair, Storm",150.98,1,0.0,43.7842,25.23,High,2012,2012-07,0.0,150.98,107.19579999999999
25810,35897,CA-2012-146948,2012-07-16,2012-07-20,Standard Class,MG-17890,Michael Granlund,Home Office,Baltimore,Maryland,United States,21215.0,US,East,OFF-EN-10000483,Office Supplies,Envelopes,"White Envelopes, White Envelopes with Clear Poly Window",137.25,9,0.0,63.135,21.54,High,2012,2012-07,0.0,15.25,8.235000000000001
25821,35898,CA-2012-146948,2012-07-16,2012-07-20,Standard Class,MG-17890,Michael Granlund,Home Office,Baltimore,Maryland,United States,21215.0,US,East,OFF-FA-10001332,Office Supplies,Fasteners,"Acco Banker's Clasps, 5 3/4""-Long",11.52,4,0.0,5.4144,2.28,High,2012,2012-07,0.0,2.88,1.5264
25824,35344,US-2012-166520,2012-07-16,2012-07-19,First Class,KE-16420,Katrina Edelman,Corporate,New York City,New York,United States,10035.0,US,East,OFF-PA-10000501,Office Supplies,Paper,Petty Cash Envelope,80.88,3,0.0,39.6312,1.64,Medium,2012,2012-07,0.0,26.959999999999997,13.7496
25843,39228,US-2013-168095,2013-07-16,2013-07-21,Standard Class,MC-17425,Mark Cousins,Corporate,Portland,Oregon,United States,97206.0,US,West,FUR-CH-10004886,Furniture,Chairs,Bevis Steel Folding Chairs,230.28,3,0.2,23.028,14.18,Medium,2013,2013-07,20.0,76.76,69.084
25844,39229,US-2013-168095,2013-07-16,2013-07-21,Standard Class,MC-17425,Mark Cousins,Corporate,Portland,Oregon,United States,97206.0,US,West,OFF-PA-10003641,Office Supplies,Paper,Xerox 1909,105.52,5,0.2,34.294,10.32,Medium,2013,2013-07,20.0,21.104,14.2452
25847,33534,CA-2013-122322,2013-07-16,2013-07-22,Standard Class,RH-19510,Rick Huthwaite,Home Office,Provo,Utah,United States,84604.0,US,West,OFF-SU-10000952,Office Supplies,Supplies,Fiskars Home & Office Scissors,44.4,5,0.0,12.432,5.54,Medium,2013,2013-07,0.0,8.879999999999999,6.393599999999999
25860,38987,US-2014-128951,2014-07-16,2014-07-18,First Class,RS-19420,Ricardo Sperren,Corporate,Suffolk,Virginia,United States,23434.0,US,South,FUR-TA-10004575,Furniture,Tables,Hon 5100 Series Wood Tables,872.94,3,0.0,157.1292,104.25,Medium,2014,2014-07,0.0,290.98,238.60360000000003
25866,36797,CA-2014-164378,2014-07-16,2014-07-19,Second Class,MM-18055,Michelle Moray,Consumer,New York City,New York,United States,10024.0,US,East,FUR-CH-10002084,Furniture,Chairs,Hon Mobius Operator's Chair,664.146,6,0.1,88.5528,43.28,Medium,2014,2014-07,10.0,110.69099999999999,95.93219999999998
25870,33388,CA-2014-166142,2014-07-16,2014-07-20,Standard Class,MM-17260,Magdelene Morse,Consumer,Wilmington,Delaware,United States,19805.0,US,East,FUR-TA-10004607,Furniture,Tables,Hon 2111 Invitation Series Straight Table,310.443,3,0.3,-48.7839,30.32,Medium,2014,2014-07,30.0,103.481,119.7423
25872,38986,US-2014-128951,2014-07-16,2014-07-18,First Class,RS-19420,Ricardo Sperren,Corporate,Suffolk,Virginia,United States,23434.0,US,South,OFF-AP-10002191,Office Supplies,Appliances,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,179.94,3,0.0,50.3832,27.51,Medium,2014,2014-07,0.0,59.98,43.1856
25891,36796,CA-2014-164378,2014-07-16,2014-07-19,Second Class,MM-18055,Michelle Moray,Consumer,New York City,New York,United States,10024.0,US,East,TEC-AC-10004708,Technology,Accessories,Sony 32GB Class 10 Micro SDHC R40 Memory Card,41.9,2,0.0,8.799,5.58,Medium,2014,2014-07,0.0,20.95,16.5505
25904,38988,US-2014-128951,2014-07-16,2014-07-18,First Class,RS-19420,Ricardo Sperren,Corporate,Suffolk,Virginia,United States,23434.0,US,South,OFF-PA-10003177,Office Supplies,Paper,Xerox 1999,12.96,2,0.0,6.2208,1.57,Medium,2014,2014-07,0.0,6.48,3.3696000000000006
25905,33387,CA-2014-166142,2014-07-16,2014-07-20,Standard Class,MM-17260,Magdelene Morse,Consumer,Wilmington,Delaware,United States,19805.0,US,East,OFF-BI-10004094,Office Supplies,Binders,GBC Standard Plastic Binding Systems Combs,26.55,3,0.0,13.0095,1.39,Medium,2014,2014-07,0.0,8.85,4.5135000000000005
25908,36795,CA-2014-164378,2014-07-16,2014-07-19,Second Class,MM-18055,Michelle Moray,Consumer,New York City,New York,United States,10024.0,US,East,OFF-LA-10000634,Office Supplies,Labels,Avery 509,7.83,3,0.0,3.6018,1.06,Medium,2014,2014-07,0.0,2.61,1.4094
25910,36798,CA-2014-164378,2014-07-16,2014-07-19,Second Class,MM-18055,Michelle Moray,Consumer,New York City,New York,United States,10024.0,US,East,OFF-PA-10004519,Office Supplies,Paper,Spiral Phone Message Books with Labels by Adams,8.96,2,0.0,4.3904,0.77,Medium,2014,2014-07,0.0,4.48,2.2848000000000006
25912,36794,CA-2014-164378,2014-07-16,2014-07-19,Second Class,MM-18055,Michelle Moray,Consumer,New York City,New York,United States,10024.0,US,East,OFF-AR-10001177,Office Supplies,Art,Newell 349,6.56,2,0.0,1.9024,0.38,Medium,2014,2014-07,0.0,3.28,2.3287999999999998
25916,32986,CA-2011-142839,2011-08-16,2011-08-20,Standard Class,TS-21610,Troy Staebel,Consumer,Philadelphia,Pennsylvania,United States,19143.0,US,East,FUR-TA-10001539,Furniture,Tables,Chromcraft Rectangular Conference Tables,853.092,6,0.4,-227.4912,85.4,High,2011,2011-08,40.0,142.182,180.09720000000002
25950,33845,US-2012-128090,2012-08-16,2012-08-22,Standard Class,JM-15865,John Murray,Consumer,Phoenix,Arizona,United States,85023.0,US,West,TEC-PH-10002624,Technology,Phones,Samsung Galaxy S4 Mini,1879.96,5,0.2,211.4955,131.22,Medium,2012,2012-08,20.0,375.992,333.6929
25952,39267,US-2012-126753,2012-08-16,2012-08-20,Standard Class,SP-20860,Sung Pak,Corporate,Philadelphia,Pennsylvania,United States,19134.0,US,East,TEC-PH-10003580,Technology,Phones,Cisco IP Phone 7961G-GE VoIP phone,519.792,4,0.4,-112.6216,60.59,High,2012,2012-08,40.0,129.948,158.10340000000002
25955,39271,US-2012-126753,2012-08-16,2012-08-20,Standard Class,SP-20860,Sung Pak,Corporate,Philadelphia,Pennsylvania,United States,19134.0,US,East,FUR-FU-10001488,Furniture,Furnishings,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",254.352,3,0.2,0.0,47.06,High,2012,2012-08,20.0,84.784,84.784
25957,33846,US-2012-128090,2012-08-16,2012-08-22,Standard Class,JM-15865,John Murray,Consumer,Phoenix,Arizona,United States,85023.0,US,West,OFF-PA-10001878,Office Supplies,Paper,Xerox 1891,313.024,8,0.2,105.6456,31.42,Medium,2012,2012-08,20.0,39.128,25.9223
25962,40516,US-2012-164238,2012-08-16,2012-08-20,Standard Class,JW-15955,Joni Wasserman,Consumer,Philadelphia,Pennsylvania,United States,19120.0,US,East,FUR-BO-10000780,Furniture,Bookcases,O'Sullivan Plantations 2-Door Library in Landvery Oak,301.47,3,0.5,-204.9996,14.87,Medium,2012,2012-08,50.0,100.49000000000001,168.8232
25984,39268,US-2012-126753,2012-08-16,2012-08-20,Standard Class,SP-20860,Sung Pak,Corporate,Philadelphia,Pennsylvania,United States,19134.0,US,East,TEC-AC-10004227,Technology,Accessories,SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card,31.176,3,0.2,-5.4558,3.47,High,2012,2012-08,20.0,10.392,12.2106
25987,40515,US-2012-164238,2012-08-16,2012-08-20,Standard Class,JW-15955,Joni Wasserman,Consumer,Philadelphia,Pennsylvania,United States,19120.0,US,East,OFF-ST-10002352,Office Supplies,Storage,Iris Project Case,44.688,7,0.2,3.3516,1.99,Medium,2012,2012-08,20.0,6.384,5.905200000000001
25994,39269,US-2012-126753,2012-08-16,2012-08-20,Standard Class,SP-20860,Sung Pak,Corporate,Philadelphia,Pennsylvania,United States,19134.0,US,East,OFF-PA-10002787,Office Supplies,Paper,Xerox 227,10.368,2,0.2,3.6288,1.01,High,2012,2012-08,20.0,5.184,3.3696
25995,39273,US-2012-126753,2012-08-16,2012-08-20,Standard Class,SP-20860,Sung Pak,Corporate,Philadelphia,Pennsylvania,United States,19134.0,US,East,OFF-PA-10000130,Office Supplies,Paper,Xerox 199,10.272,3,0.2,3.21,0.8,High,2012,2012-08,20.0,3.424,2.354
25996,39272,US-2012-126753,2012-08-16,2012-08-20,Standard Class,SP-20860,Sung Pak,Corporate,Philadelphia,Pennsylvania,United States,19134.0,US,East,OFF-BI-10003727,Office Supplies,Binders,Avery Durable Slant Ring Binders With Label Holder,3.762,3,0.7,-2.7588,0.72,High,2012,2012-08,70.0,1.254,2.1736
25998,39270,US-2012-126753,2012-08-16,2012-08-20,Standard Class,SP-20860,Sung Pak,Corporate,Philadelphia,Pennsylvania,United States,19134.0,US,East,OFF-BI-10003981,Office Supplies,Binders,"Avery Durable Plastic 1"" Binders",2.724,2,0.7,-1.9068,0.37,High,2012,2012-08,70.0,1.362,2.3154000000000003
25999,33847,US-2012-128090,2012-08-16,2012-08-22,Standard Class,JM-15865,John Murray,Consumer,Phoenix,Arizona,United States,85023.0,US,West,OFF-LA-10000452,Office Supplies,Labels,Avery 488,5.04,2,0.2,1.764,0.31,Medium,2012,2012-08,20.0,2.52,1.638
26002,33844,US-2012-128090,2012-08-16,2012-08-22,Standard Class,JM-15865,John Murray,Consumer,Phoenix,Arizona,United States,85023.0,US,West,OFF-AR-10002255,Office Supplies,Art,Newell 346,2.304,1,0.2,0.2592,0.15,Medium,2012,2012-08,20.0,2.304,2.0448
26012,33851,CA-2013-118626,2013-08-16,2013-08-21,Standard Class,JC-15775,John Castell,Consumer,Tallahassee,Florida,United States,32303.0,US,South,TEC-PH-10000369,Technology,Phones,HTC One Mini,705.544,7,0.2,70.5544,71.13,Medium,2013,2013-08,20.0,100.792,90.7128
26016,34154,CA-2013-154690,2013-08-16,2013-08-18,Second Class,CC-12370,Christopher Conant,Consumer,Fayetteville,North Carolina,United States,28314.0,US,South,FUR-CH-10000988,Furniture,Chairs,Hon Olson Stacker Stools,225.296,2,0.2,22.5296,46.0,Critical,2013,2013-08,20.0,112.648,101.3832
26018,40191,CA-2013-167241,2013-08-16,2013-08-23,Standard Class,BD-11320,Bill Donatelli,Consumer,Los Angeles,California,United States,90004.0,US,West,FUR-FU-10004071,Furniture,Furnishings,Luxo Professional Magnifying Clamp-On Fluorescent Lamps,312.03,3,0.0,43.6842,36.27,Low,2013,2013-08,0.0,104.00999999999999,89.4486
26028,40193,CA-2013-167241,2013-08-16,2013-08-23,Standard Class,BD-11320,Bill Donatelli,Consumer,Los Angeles,California,United States,90004.0,US,West,TEC-PH-10004614,Technology,Phones,AT&T 841000 Phone,165.6,3,0.2,10.35,15.93,Low,2013,2013-08,20.0,55.199999999999996,51.75
26035,31934,US-2013-123470,2013-08-16,2013-08-22,Standard Class,ME-17725,Max Engle,Consumer,Aurora,Colorado,United States,80013.0,US,West,OFF-AP-10003287,Office Supplies,Appliances,Tripp Lite TLP810NET Broadband Surge for Modem/Fax,122.328,3,0.2,12.2328,10.98,Medium,2013,2013-08,20.0,40.776,36.6984
26052,40194,CA-2013-167241,2013-08-16,2013-08-23,Standard Class,BD-11320,Bill Donatelli,Consumer,Los Angeles,California,United States,90004.0,US,West,OFF-PA-10004911,Office Supplies,Paper,"Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk",37.52,4,0.0,18.0096,4.05,Low,2013,2013-08,0.0,9.38,4.877600000000001
26062,40192,CA-2013-167241,2013-08-16,2013-08-23,Standard Class,BD-11320,Bill Donatelli,Consumer,Los Angeles,California,United States,90004.0,US,West,OFF-ST-10001505,Office Supplies,Storage,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",17.94,3,0.0,3.0498,2.88,Low,2013,2013-08,0.0,5.98,4.963400000000001
26075,32384,CA-2013-166163,2013-08-16,2013-08-21,Second Class,CY-12745,Craig Yedwab,Corporate,Oakland,California,United States,94601.0,US,West,TEC-PH-10004896,Technology,Phones,Nokia Lumia 521 (T-Mobile),71.976,3,0.2,7.1976,1.87,Medium,2013,2013-08,20.0,23.992,21.5928
26091,31933,US-2013-123470,2013-08-16,2013-08-22,Standard Class,ME-17725,Max Engle,Consumer,Aurora,Colorado,United States,80013.0,US,West,OFF-BI-10001989,Office Supplies,Binders,Premium Transparent Presentation Covers by GBC,18.882,3,0.7,-13.8468,0.69,Medium,2013,2013-08,70.0,6.2940000000000005,10.9096
26093,32385,CA-2013-166163,2013-08-16,2013-08-21,Second Class,CY-12745,Craig Yedwab,Corporate,Oakland,California,United States,94601.0,US,West,OFF-LA-10000452,Office Supplies,Labels,Avery 488,3.15,1,0.0,1.512,0.34,Medium,2013,2013-08,0.0,3.15,1.638
26095,33831,US-2014-117723,2014-08-16,2014-08-19,Second Class,DL-13495,Dionis Lloyd,Corporate,Philadelphia,Pennsylvania,United States,19120.0,US,East,OFF-ST-10004459,Office Supplies,Storage,Tennsco Single-Tier Lockers,1801.632,6,0.2,-337.806,356.88,High,2014,2014-08,20.0,300.272,356.57300000000004
26125,36591,CA-2014-144883,2014-08-16,2014-08-20,Standard Class,BO-11350,Bill Overfelt,Corporate,Roseville,Minnesota,United States,55113.0,US,Central,OFF-LA-10000305,Office Supplies,Labels,Avery 495,50.4,8,0.0,23.184,6.07,High,2014,2014-08,0.0,6.3,3.4019999999999997
26136,33756,CA-2014-138548,2014-08-16,2014-08-22,Standard Class,JG-15160,James Galang,Consumer,Plainfield,New Jersey,United States,7060.0,US,East,OFF-AP-10002578,Office Supplies,Appliances,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",97.84,2,0.0,25.4384,1.87,Medium,2014,2014-08,0.0,48.92,36.2008
26153,37591,CA-2011-141152,2011-09-16,2011-09-19,First Class,RF-19345,Randy Ferguson,Corporate,New York City,New York,United States,10024.0,US,East,OFF-BI-10002931,Office Supplies,Binders,"Avery Trapezoid Extra Heavy Duty 4"" Binders",33.552,1,0.2,12.582,6.89,High,2011,2011-09,20.0,33.552,20.97
26164,40697,CA-2012-167696,2012-09-16,2012-09-21,Standard Class,BD-11500,Bradley Drucker,Consumer,Newport News,Virginia,United States,23602.0,US,South,OFF-EN-10001539,Office Supplies,Envelopes,Staples,31.12,4,0.0,14.6264,1.79,Medium,2012,2012-09,0.0,7.78,4.1234
26175,32221,CA-2013-149797,2013-09-16,2013-09-21,Standard Class,AH-10075,Adam Hart,Corporate,New York City,New York,United States,10011.0,US,East,OFF-BI-10003650,Office Supplies,Binders,GBC DocuBind 300 Electric Binding Machine,841.568,2,0.2,294.5488,57.49,Medium,2013,2013-09,20.0,420.784,273.5096
26176,40080,CA-2013-116911,2013-09-16,2013-09-21,Standard Class,JD-16150,Justin Deggeller,Corporate,Twin Falls,Idaho,United States,83301.0,US,West,FUR-TA-10003473,Furniture,Tables,Bretford Rectangular Conference Table Tops,1128.39,3,0.0,259.5297,53.4,Medium,2013,2013-09,0.0,376.13000000000005,289.62010000000004
26215,40723,CA-2013-160479,2013-09-16,2013-09-21,Standard Class,AH-10585,Angele Hood,Consumer,Seattle,Washington,United States,98105.0,US,West,OFF-AR-10002445,Office Supplies,Art,SANFORD Major Accent Highlighters,35.4,5,0.0,13.452,2.49,Medium,2013,2013-09,0.0,7.08,4.3896
26219,35814,US-2013-128678,2013-09-16,2013-09-21,Standard Class,RB-19570,Rob Beeghly,Consumer,Seattle,Washington,United States,98105.0,US,West,OFF-BI-10002103,Office Supplies,Binders,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",48.664,7,0.2,15.8158,1.79,Medium,2013,2013-09,20.0,6.952,4.6926000000000005
26223,35813,US-2013-128678,2013-09-16,2013-09-21,Standard Class,RB-19570,Rob Beeghly,Consumer,Seattle,Washington,United States,98105.0,US,West,OFF-PA-10000807,Office Supplies,Paper,"TOPS ""Important Message"" Pads, Canary, 4-1/4 x 5-1/2, 50 Sheets per Pad",21.4,5,0.0,10.058,1.52,Medium,2013,2013-09,0.0,4.279999999999999,2.2683999999999997
26224,32113,CA-2013-149370,2013-09-16,2013-09-20,Standard Class,DB-13210,Dean Braden,Consumer,Philadelphia,Pennsylvania,United States,19140.0,US,East,OFF-PA-10003651,Office Supplies,Paper,Xerox 1968,5.344,1,0.2,1.8704,0.85,High,2013,2013-09,20.0,5.344,3.4736000000000002
26227,40079,CA-2013-116911,2013-09-16,2013-09-21,Standard Class,JD-16150,Justin Deggeller,Corporate,Twin Falls,Idaho,United States,83301.0,US,West,OFF-BI-10001249,Office Supplies,Binders,Avery Heavy-Duty EZD View Binder with Locking Rings,20.416,4,0.2,6.6352,0.04,Medium,2013,2013-09,20.0,5.104,3.4452
26230,37287,US-2014-163300,2014-09-16,2014-09-22,Standard Class,ES-14020,Erica Smith,Consumer,Los Angeles,California,United States,90049.0,US,West,OFF-BI-10004390,Office Supplies,Binders,GBC DocuBind 200 Manual Binding Machine,2357.488,7,0.2,884.058,173.0,Medium,2014,2014-09,20.0,336.784,210.48999999999998
26232,32836,CA-2014-121888,2014-09-16,2014-09-18,Second Class,CL-11890,Carl Ludwig,Consumer,Everett,Massachusetts,United States,2149.0,US,East,FUR-BO-10002545,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",782.94,3,0.0,203.5644,123.26,High,2014,2014-09,0.0,260.98,193.12520000000004
26234,38053,CA-2014-124205,2014-09-16,2014-09-20,Standard Class,TC-21145,Theresa Coyne,Corporate,Lakewood,New Jersey,United States,8701.0,US,East,FUR-CH-10003606,Furniture,Chairs,SAFCO Folding Chair Trolley,512.96,4,0.0,143.6288,88.83,High,2014,2014-09,0.0,128.24,92.3328
26236,39341,CA-2014-165008,2014-09-16,2014-09-18,Second Class,DO-13645,Doug O'Connell,Consumer,Salt Lake City,Utah,United States,84106.0,US,West,OFF-BI-10002794,Office Supplies,Binders,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",295.056,9,0.2,106.9578,70.52,Critical,2014,2014-09,20.0,32.784,20.899799999999995
26238,32199,CA-2014-132353,2014-09-16,2014-09-18,First Class,DB-13060,Dave Brooks,Consumer,Chicago,Illinois,United States,60653.0,US,Central,TEC-PH-10004536,Technology,Phones,Avaya 5420 Digital phone,323.976,3,0.2,20.2485,54.02,Medium,2014,2014-09,20.0,107.992,101.2425
26241,37813,US-2014-116652,2014-09-16,2014-09-20,Standard Class,RD-19480,Rick Duston,Consumer,San Francisco,California,United States,94122.0,US,West,FUR-FU-10001488,Furniture,Furnishings,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",529.9,5,0.0,105.98,46.58,High,2014,2014-09,0.0,105.97999999999999,84.78399999999999
26243,38054,CA-2014-124205,2014-09-16,2014-09-20,Standard Class,TC-21145,Theresa Coyne,Corporate,Lakewood,New Jersey,United States,8701.0,US,East,TEC-PH-10002115,Technology,Phones,Plantronics 81402,395.94,6,0.0,102.9444,40.6,High,2014,2014-09,0.0,65.99,48.83259999999999
26249,37812,US-2014-116652,2014-09-16,2014-09-20,Standard Class,RD-19480,Rick Duston,Consumer,San Francisco,California,United States,94122.0,US,West,FUR-CH-10002961,Furniture,Chairs,"Leather Task Chair, Black",218.352,3,0.2,0.0,25.52,High,2014,2014-09,20.0,72.784,72.784
26250,37288,US-2014-163300,2014-09-16,2014-09-22,Standard Class,ES-14020,Erica Smith,Consumer,Los Angeles,California,United States,90049.0,US,West,TEC-PH-10001700,Technology,Phones,Panasonic KX-TG6844B Expandable Digital Cordless Telephone,369.544,7,0.2,32.3351,23.62,Medium,2014,2014-09,20.0,52.791999999999994,48.1727
26254,32837,CA-2014-121888,2014-09-16,2014-09-18,Second Class,CL-11890,Carl Ludwig,Consumer,Everett,Massachusetts,United States,2149.0,US,East,OFF-BI-10001765,Office Supplies,Binders,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,242.48,7,0.0,116.3904,19.82,High,2014,2014-09,0.0,34.64,18.0128
26257,37814,US-2014-116652,2014-09-16,2014-09-20,Standard Class,RD-19480,Rick Duston,Consumer,San Francisco,California,United States,94122.0,US,West,OFF-AR-10001915,Office Supplies,Art,Peel-Off China Markers,99.3,10,0.0,41.706,13.29,High,2014,2014-09,0.0,9.93,5.759399999999999
26258,37815,US-2014-116652,2014-09-16,2014-09-20,Standard Class,RD-19480,Rick Duston,Consumer,San Francisco,California,United States,94122.0,US,West,OFF-AP-10001205,Office Supplies,Appliances,Belkin 5 Outlet SurgeMaster Power Centers,108.96,2,0.0,30.5088,12.72,High,2014,2014-09,0.0,54.48,39.2256
26263,39992,CA-2014-127096,2014-09-16,2014-09-18,Second Class,CS-12400,Christopher Schild,Home Office,San Francisco,California,United States,94109.0,US,West,FUR-TA-10003473,Furniture,Tables,Bretford Rectangular Conference Table Tops,300.904,1,0.2,11.2839,10.93,Medium,2014,2014-09,20.0,300.904,289.6201
26264,37289,US-2014-163300,2014-09-16,2014-09-22,Standard Class,ES-14020,Erica Smith,Consumer,Los Angeles,California,United States,90049.0,US,West,FUR-CH-10003396,Furniture,Chairs,Global Deluxe Steno Chair,184.752,3,0.2,-20.7846,10.89,Medium,2014,2014-09,20.0,61.584,68.5122
